STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AD,Andorra,2006,,36.7,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AD,Andorra,2007,,36.3,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AD,Andorra,2008,,36.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AD,Andorra,2009,,36.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AD,Andorra,2010,,37.6,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AD,Andorra,2011,,39.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AD,Andorra,2012,,39.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AD,Andorra,2013,,39.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AD,Andorra,2019,,37.8,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2002,,58.4,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2003,,57.3,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2004,,56.4,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2005,,55.3,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2006,,54.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2007,,52.6,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2008,,51.7,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2009,,50.9,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2010,,49.8,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2011,,48.3,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2012,,47.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2013,,46.4,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2014,,46.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2015,,45.9,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2016,,45.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2017,,45.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2018,,45.4,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2019,,45.6,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2020,,46.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2021,,46.6,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2022,,47.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AL,Albania,2023,,48.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2006,,45.8,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2007,,44.0,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2008,,42.4,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2009,,40.9,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2010,,39.7,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2015,,43.0,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2016,,44.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2017,,45.3,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2018,,46.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2019,,47.4,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2020,,48.3,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2021,,48.8,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AM,Armenia,2024,,55.7,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,1995,,49.0,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,1996,,49.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,1997,,49.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,1998,,48.9,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,1999,,48.7,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2000,,48.3,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2001,,47.9,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2002,,47.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2003,,47.0,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2004,,46.7,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2005,,47.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2006,,47.8,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2007,,48.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2008,,48.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2009,,48.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2010,,48.3,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2011,,47.9,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2012,,47.8,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2013,,48.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2014,,48.4,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2015,,48.7,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2016,,48.8,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2017,,49.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2018,,49.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2019,,49.9,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2020,,50.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2021,,50.6,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2022,,51.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2023,,51.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AT,Austria,2024,,52.0,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2006,,46.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2007,,44.7,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2008,,43.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2009,,41.6,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2010,,39.9,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2011,,39.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2012,,38.8,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2013,,39.0,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2014,,39.3,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2015,,39.6,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2016,,40.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2017,,40.8,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2018,,41.1,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2019,,41.3,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2020,,42.0,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2021,,42.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2022,,42.9,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2023,,43.6,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",AZ,Azerbaijan,2024,,43.6,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,1995,,51.0,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,1996,,51.4,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,1997,,51.7,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,1998,,52.0,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,1999,,52.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,2000,,52.4,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,2001,,52.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,2002,,52.6,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,2003,,52.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,2004,,52.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,2005,,52.5,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,2006,,52.2,,,,,
dataflow,ESTAT:DEMO_PJANIND(1.0),Population structure indicators at national level,A,Annual,DEPRATIO1,"Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years)",BE,Belgium,2007,,51.7,,,,,
