geo,year,country,election_date,party_name,vote_share_percent,parfam,right_left_position,planned_economy,welfare_state,market_economy,inter_positive,democracy,sustainability_positive,parfam_code,parfam_label,party_code,wealth_top10_share,rel_immigration,gdp_per_cap,urban_population_pct,inflation_rate,unemployment_rate,Tertiary education,debt_to_gdp,dependency_ratio_15_64,median_age
LT,1995,Lithuania,1992-10-25,Lithuanian Social Democratic Party,6.048,30.0,0.993,2.979,9.244,3.972,6.112,6.875,,SOC,Social democratic parties,88320,0.5701,0.05566115253856188,5.82855284120009,67.2663125852689,24.7,13.7,34.3,11.4,51.7,33.9
LT,1995,Lithuania,1992-10-25,Sajudis Coalition,21.172,40.0,36.508,0.0,0.0,1.587,3.175,7.937,,LIB,Liberal parties,88421,0.5701,0.05566115253856188,5.82855284120009,67.2663125852689,24.7,13.7,34.3,11.4,51.7,33.9
LT,1995,Lithuania,1992-10-25,Lithuanian National Union,1.986,70.0,37.956,0.0,7.299,4.38,0.0,0.0,,NAT,Nationalist and radical right parties,88710,0.5701,0.05566115253856188,5.82855284120009,67.2663125852689,24.7,13.7,34.3,11.4,51.7,33.9
LT,1995,Lithuania,1992-10-25,Lithuanian Christian Democratic Party Coalition,12.61,50.0,17.701,1.277,8.51,6.308,1.731,1.859,,CHR,Christian democratic parties (in Israel also Jewish parties),88529,0.5701,0.05566115253856188,5.82855284120009,67.2663125852689,24.7,13.7,34.3,11.4,51.7,33.9
LT,1995,Lithuania,1992-10-25,Centre Movement of Lithuania,2.524,40.0,6.716,3.731,8.955,13.433,0.0,5.97,,LIB,Liberal parties,88420,0.5701,0.05566115253856188,5.82855284120009,67.2663125852689,24.7,13.7,34.3,11.4,51.7,33.9
IE,1996,Ireland,1992-11-25,Labour Party,19.307,30.0,-14.597,8.707,22.279,3.969,1.408,2.433,,SOC,Social democratic parties,53320,0.6899000000000001,1.072162000929207,9.91398623109119,58.4058211904851,2.2,11.7,20.1,69.8,54.5,31.1
IE,1996,Ireland,1992-11-25,Progressive Democrats,4.684,40.0,19.277,1.807,7.229,6.627,0.0,3.614,,LIB,Liberal parties,53420,0.6899000000000001,1.072162000929207,9.91398623109119,58.4058211904851,2.2,11.7,20.1,69.8,54.5,31.1
IE,1995,Ireland,1992-11-25,Green Party,1.398,10.0,-10.945,1.493,11.443,0.0,2.488,3.98,,ECO,Ecological parties,53110,0.6914,1.052969637620499,6.53331318104139,58.1743161677665,2.2,12.0,17.7,78.5,56.2,30.8
IE,1996,Ireland,1992-11-25,Democratic Left Party,2.78,20.0,-26.712,2.397,29.452,1.37,2.397,6.507,,LEF,Socialist or other left parties,53221,0.6899000000000001,1.072162000929207,9.91398623109119,58.4058211904851,2.2,11.7,20.1,69.8,54.5,31.1
IE,1996,Ireland,1992-11-25,Green Party,1.398,10.0,-10.945,1.493,11.443,0.0,2.488,3.98,,ECO,Ecological parties,53110,0.6899000000000001,1.072162000929207,9.91398623109119,58.4058211904851,2.2,11.7,20.1,69.8,54.5,31.1
IE,1995,Ireland,1992-11-25,Soldiers of Destiny,39.113,60.0,-3.409,3.409,12.5,3.977,2.841,1.136,,CON,Conservative parties,53620,0.6914,1.052969637620499,6.53331318104139,58.1743161677665,2.2,12.0,17.7,78.5,56.2,30.8
IE,1995,Ireland,1992-11-25,Progressive Democrats,4.684,40.0,19.277,1.807,7.229,6.627,0.0,3.614,,LIB,Liberal parties,53420,0.6914,1.052969637620499,6.53331318104139,58.1743161677665,2.2,12.0,17.7,78.5,56.2,30.8
IE,1995,Ireland,1992-11-25,Democratic Left Party,2.78,20.0,-26.712,2.397,29.452,1.37,2.397,6.507,,LEF,Socialist or other left parties,53221,0.6914,1.052969637620499,6.53331318104139,58.1743161677665,2.2,12.0,17.7,78.5,56.2,30.8
IE,1995,Ireland,1992-11-25,Family of the Irish,24.472,50.0,9.714,6.286,6.857,6.286,0.0,8.0,,CHR,Christian democratic parties (in Israel also Jewish parties),53520,0.6914,1.052969637620499,6.53331318104139,58.1743161677665,2.2,12.0,17.7,78.5,56.2,30.8
IE,1995,Ireland,1992-11-25,Labour Party,19.307,30.0,-14.597,8.707,22.279,3.969,1.408,2.433,,SOC,Social democratic parties,53320,0.6914,1.052969637620499,6.53331318104139,58.1743161677665,2.2,12.0,17.7,78.5,56.2,30.8
IE,1996,Ireland,1992-11-25,Soldiers of Destiny,39.113,60.0,-3.409,3.409,12.5,3.977,2.841,1.136,,CON,Conservative parties,53620,0.6899000000000001,1.072162000929207,9.91398623109119,58.4058211904851,2.2,11.7,20.1,69.8,54.5,31.1
IE,1996,Ireland,1992-11-25,Family of the Irish,24.472,50.0,9.714,6.286,6.857,6.286,0.0,8.0,,CHR,Christian democratic parties (in Israel also Jewish parties),53520,0.6899000000000001,1.072162000929207,9.91398623109119,58.4058211904851,2.2,11.7,20.1,69.8,54.5,31.1
SI,1995,Slovenia,1992-12-06,Social-Democratic Party of Slovenia,3.339,30.0,-11.972,0.704,13.38,4.225,3.521,0.704,,SOC,Social democratic parties,97320,0.4793,0.29544613924915775,2.97799607802567,50.2747487580715,9.9,6.9,11.0,18.2,44.1,36.0
SI,1995,Slovenia,1992-12-06,Democratic Party of Slovenia,5.006,60.0,-33.146,1.685,26.404,2.247,0.0,0.0,,CON,Conservative parties,97430,0.4793,0.29544613924915775,2.97799607802567,50.2747487580715,9.9,6.9,11.0,18.2,44.1,36.0
SI,1995,Slovenia,1992-12-06,Greens of Slovenia,3.704,10.0,-15.682,1.222,7.536,0.204,1.222,4.888,,ECO,Ecological parties,97110,0.4793,0.29544613924915775,2.97799607802567,50.2747487580715,9.9,6.9,11.0,18.2,44.1,36.0
SI,1995,Slovenia,1992-12-06,Liberal Democratic Party,23.465,40.0,64.706,0.0,11.765,11.765,0.0,0.0,,LIB,Liberal parties,97421,0.4793,0.29544613924915775,2.97799607802567,50.2747487580715,9.9,6.9,11.0,18.2,44.1,36.0
SI,1995,Slovenia,1992-12-06,Slovenian Christian Democrats,14.509,50.0,-0.545,3.815,10.627,3.815,2.725,4.087,,CHR,Christian democratic parties (in Israel also Jewish parties),97520,0.4793,0.29544613924915775,2.97799607802567,50.2747487580715,9.9,6.9,11.0,18.2,44.1,36.0
SI,1995,Slovenia,1992-12-06,Slovenian National Party,10.021,70.0,-2.041,2.041,12.245,4.082,0.0,6.122,,NAT,Nationalist and radical right parties,97710,0.4793,0.29544613924915775,2.97799607802567,50.2747487580715,9.9,6.9,11.0,18.2,44.1,36.0
SI,1995,Slovenia,1992-12-06,Slovenian People's Party,8.693,50.0,-5.476,4.323,10.663,3.17,2.017,1.729,,CHR,Christian democratic parties (in Israel also Jewish parties),97521,0.4793,0.29544613924915775,2.97799607802567,50.2747487580715,9.9,6.9,11.0,18.2,44.1,36.0
SI,1995,Slovenia,1992-12-06,"Unity, Asssociated List",13.577,20.0,6.897,1.724,8.621,0.0,0.0,0.0,,LEF,Socialist or other left parties,97223,0.4793,0.29544613924915775,2.97799607802567,50.2747487580715,9.9,6.9,11.0,18.2,44.1,36.0
FR,1996,France,1993-03-21,French Communist Party,9.14,20.0,-38.095,15.646,14.966,0.0,2.721,2.721,,LEF,Socialist or other left parties,31220,0.5688,0.18716953087604304,2.16193589623612,75.6252262826369,2.1,12.4,15.8,60.5,53.2,36.2
FR,1996,France,1993-03-21,National Front,12.68,70.0,39.96,0.667,0.373,5.955,1.045,3.488,,NAT,Nationalist and radical right parties,31720,0.5688,0.18716953087604304,2.16193589623612,75.6252262826369,2.1,12.4,15.8,60.5,53.2,36.2
FR,1996,France,1993-03-21,Rally for the Republic,20.24,60.0,-4.724,8.661,10.236,7.087,0.0,0.0,,CON,Conservative parties,31625,0.5688,0.18716953087604304,2.16193589623612,75.6252262826369,2.1,12.4,15.8,60.5,53.2,36.2
FR,1996,France,1993-03-21,Socialist Party,19.04,30.0,-23.2,7.2,15.2,1.6,3.2,4.8,,SOC,Social democratic parties,31320,0.5688,0.18716953087604304,2.16193589623612,75.6252262826369,2.1,12.4,15.8,60.5,53.2,36.2
FR,1996,France,1993-03-21,The Greens,7.84,10.0,-26.154,6.154,13.846,1.538,4.615,4.615,,ECO,Ecological parties,31110,0.5688,0.18716953087604304,2.16193589623612,75.6252262826369,2.1,12.4,15.8,60.5,53.2,36.2
FR,1996,France,1993-03-21,Union for French Democracy,19.62,60.0,10.909,0.0,3.636,21.818,0.0,3.636,,CON,Conservative parties,31624,0.5688,0.18716953087604304,2.16193589623612,75.6252262826369,2.1,12.4,15.8,60.5,53.2,36.2
FR,1995,France,1993-03-21,Union for French Democracy,19.62,60.0,10.909,0.0,3.636,21.818,0.0,3.636,,CON,Conservative parties,31624,0.5378000000000001,0.2938485153915802,1.03528502888366,75.3592581297959,2.1,11.8,16.7,57.8,53.1,35.9
FR,1995,France,1993-03-21,The Greens,7.84,10.0,-26.154,6.154,13.846,1.538,4.615,4.615,,ECO,Ecological parties,31110,0.5378000000000001,0.2938485153915802,1.03528502888366,75.3592581297959,2.1,11.8,16.7,57.8,53.1,35.9
FR,1995,France,1993-03-21,French Communist Party,9.14,20.0,-38.095,15.646,14.966,0.0,2.721,2.721,,LEF,Socialist or other left parties,31220,0.5378000000000001,0.2938485153915802,1.03528502888366,75.3592581297959,2.1,11.8,16.7,57.8,53.1,35.9
FR,1995,France,1993-03-21,Socialist Party,19.04,30.0,-23.2,7.2,15.2,1.6,3.2,4.8,,SOC,Social democratic parties,31320,0.5378000000000001,0.2938485153915802,1.03528502888366,75.3592581297959,2.1,11.8,16.7,57.8,53.1,35.9
FR,1995,France,1993-03-21,Rally for the Republic,20.24,60.0,-4.724,8.661,10.236,7.087,0.0,0.0,,CON,Conservative parties,31625,0.5378000000000001,0.2938485153915802,1.03528502888366,75.3592581297959,2.1,11.8,16.7,57.8,53.1,35.9
FR,1995,France,1993-03-21,National Front,12.68,70.0,39.96,0.667,0.373,5.955,1.045,3.488,,NAT,Nationalist and radical right parties,31720,0.5378000000000001,0.2938485153915802,1.03528502888366,75.3592581297959,2.1,11.8,16.7,57.8,53.1,35.9
ES,1995,Spain,1993-06-06,Centre Democrats,1.772,50.0,-26.119,11.194,13.433,0.746,0.0,7.463,,CHR,Christian democratic parties (in Israel also Jewish parties),33512,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
ES,1995,Spain,1993-06-06,Convergence and Union,4.981,90.0,-11.474,5.337,12.475,3.169,1.534,1.734,,ETH,Ethnic and regional parties,33611,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
ES,1995,Spain,1993-06-06,Andalusian Party,0.412,90.0,-22.418,7.033,10.769,0.879,2.637,5.275,,ETH,Ethnic and regional parties,33906,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
ES,1995,Spain,1993-06-06,Aragonese Party,0.62,90.0,-14.879,11.505,8.045,1.73,0.433,8.304,,ETH,Ethnic and regional parties,33904,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
ES,1995,Spain,1993-06-06,Basque Nationalist Party,1.245,90.0,-0.31,1.774,5.765,5.765,3.947,1.685,,ETH,Ethnic and regional parties,33902,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
ES,1995,Spain,1993-06-06,Spanish Socialist Workers’ Party,39.1,30.0,-23.213,3.148,13.508,1.18,5.574,3.738,,SOC,Social democratic parties,33320,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
ES,1995,Spain,1993-06-06,People's Party,35.04,60.0,-8.427,2.362,12.077,5.904,1.127,6.549,,CON,Conservative parties,33610,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
ES,1995,Spain,1993-06-06,Basque Solidarity,0.552,90.0,-20.941,2.824,7.294,1.882,7.294,4.471,,ETH,Ethnic and regional parties,33903,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
ES,1995,Spain,1993-06-06,Canarian Coalition,0.88,90.0,-4.759,1.751,12.691,0.164,1.696,0.274,,ETH,Ethnic and regional parties,33907,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
ES,1995,Spain,1993-06-06,Catalan Republican Left,0.81,90.0,-15.774,3.332,9.574,0.211,2.446,2.615,,ETH,Ethnic and regional parties,33905,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
ES,1995,Spain,1993-06-06,United Left,9.63,20.0,-35.359,6.679,10.739,0.105,1.414,9.01,,LEF,Socialist or other left parties,33220,0.5827,0.09085679833753105,2.18092390343854,75.6972244638181,3.6,22.7,14.8,61.5,46.7,35.2
PL,1995,Poland,1993-09-19,Non-Party Bloc in Support of Reforms,5.412,95.0,6.486,7.027,4.865,8.108,0.0,1.081,,SIP,Special issue parties,92901,0.5967,0.021041586788008125,6.01319811600105,61.6396786847836,15.0,11.0,10.6,48.7,51.7,33.7
PL,1995,Poland,1993-09-19,Democratic Union,10.59,30.0,9.259,0.0,9.259,9.259,5.556,0.0,,SOC,Social democratic parties,92410,0.5967,0.021041586788008125,6.01319811600105,61.6396786847836,15.0,11.0,10.6,48.7,51.7,33.7
PL,1995,Poland,1993-09-19,German Minority,0.44,90.0,-10.811,0.0,9.459,0.0,0.0,1.351,,ETH,Ethnic and regional parties,92953,0.5967,0.021041586788008125,6.01319811600105,61.6396786847836,15.0,11.0,10.6,48.7,51.7,33.7
PL,1995,Poland,1993-09-19,Polish Peasants' Party,15.398,80.0,-8.0,0.0,8.0,0.0,6.667,1.333,,AGR,Agrarian parties,92811,0.5967,0.021041586788008125,6.01319811600105,61.6396786847836,15.0,11.0,10.6,48.7,51.7,33.7
PL,1996,Poland,1993-09-19,German Minority,0.44,90.0,-10.811,0.0,9.459,0.0,0.0,1.351,,ETH,Ethnic and regional parties,92953,0.5964,0.02119387319456602,6.28931151450062,61.6758780811754,15.0,11.0,10.6,43.1,50.8,34.0
PL,1996,Poland,1993-09-19,Confederation for an Independent Poland,5.766,70.0,0.0,0.0,11.628,0.0,0.0,0.0,,NAT,Nationalist and radical right parties,92710,0.5964,0.02119387319456602,6.28931151450062,61.6758780811754,15.0,11.0,10.6,43.1,50.8,34.0
PL,1996,Poland,1993-09-19,Union of Labour,7.285,30.0,-14.953,6.542,9.346,0.0,0.0,0.0,,SOC,Social democratic parties,92322,0.5964,0.02119387319456602,6.28931151450062,61.6758780811754,15.0,11.0,10.6,43.1,50.8,34.0
PL,1996,Poland,1993-09-19,Polish Peasants' Party,15.398,80.0,-8.0,0.0,8.0,0.0,6.667,1.333,,AGR,Agrarian parties,92811,0.5964,0.02119387319456602,6.28931151450062,61.6758780811754,15.0,11.0,10.6,43.1,50.8,34.0
PL,1996,Poland,1993-09-19,Non-Party Bloc in Support of Reforms,5.412,95.0,6.486,7.027,4.865,8.108,0.0,1.081,,SIP,Special issue parties,92901,0.5964,0.02119387319456602,6.28931151450062,61.6758780811754,15.0,11.0,10.6,43.1,50.8,34.0
PL,1996,Poland,1993-09-19,Democratic Union,10.59,30.0,9.259,0.0,9.259,9.259,5.556,0.0,,SOC,Social democratic parties,92410,0.5964,0.02119387319456602,6.28931151450062,61.6758780811754,15.0,11.0,10.6,43.1,50.8,34.0
PL,1995,Poland,1993-09-19,Confederation for an Independent Poland,5.766,70.0,0.0,0.0,11.628,0.0,0.0,0.0,,NAT,Nationalist and radical right parties,92710,0.5967,0.021041586788008125,6.01319811600105,61.6396786847836,15.0,11.0,10.6,48.7,51.7,33.7
PL,1995,Poland,1993-09-19,Union of Labour,7.285,30.0,-14.953,6.542,9.346,0.0,0.0,0.0,,SOC,Social democratic parties,92322,0.5967,0.021041586788008125,6.01319811600105,61.6396786847836,15.0,11.0,10.6,48.7,51.7,33.7
PL,1995,Poland,1993-09-19,Democratic Left Alliance,20.405,30.0,-10.526,4.211,15.789,2.105,2.105,1.053,,SOC,Social democratic parties,92210,0.5967,0.021041586788008125,6.01319811600105,61.6396786847836,15.0,11.0,10.6,48.7,51.7,33.7
PL,1996,Poland,1993-09-19,Democratic Left Alliance,20.405,30.0,-10.526,4.211,15.789,2.105,2.105,1.053,,SOC,Social democratic parties,92210,0.5964,0.02119387319456602,6.28931151450062,61.6758780811754,15.0,11.0,10.6,43.1,50.8,34.0
GR,1995,Greece,1993-10-10,Political Spring,4.874,50.0,-0.985,1.806,7.8,4.269,1.56,2.545,,CHR,Christian democratic parties (in Israel also Jewish parties),34512,0.5036,0.9372047536141542,0.936690833341629,72.1791653357157,7.173861253759373,8.689819321714637,11.9,10.0,47.7,37.1
GR,1995,Greece,1993-10-10,Communist Party of Greece,4.54,20.0,1.931,1.931,10.73,0.0,1.073,3.863,,LEF,Socialist or other left parties,34210,0.5036,0.9372047536141542,0.936690833341629,72.1791653357157,7.173861253759373,8.689819321714637,11.9,10.0,47.7,37.1
GR,1995,Greece,1993-10-10,New Democracy,39.295,50.0,35.398,2.655,5.752,14.602,2.212,3.097,,CHR,Christian democratic parties (in Israel also Jewish parties),34511,0.5036,0.9372047536141542,0.936690833341629,72.1791653357157,7.173861253759373,8.689819321714637,11.9,10.0,47.7,37.1
GR,1995,Greece,1993-10-10,Panhellenic Socialist Movement,46.883,30.0,-18.763,3.739,10.412,1.153,1.747,3.948,,SOC,Social democratic parties,34313,0.5036,0.9372047536141542,0.936690833341629,72.1791653357157,7.173861253759373,8.689819321714637,11.9,10.0,47.7,37.1
IT,1995,Italy,1994-03-28,Democratic Alliance,1.172,50.0,6.034,5.172,5.172,6.897,0.862,1.724,,CHR,Christian democratic parties (in Israel also Jewish parties),32529,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
IT,1995,Italy,1994-03-28,Northern League,8.62,70.0,8.638,6.977,2.824,4.651,1.827,0.0,,NAT,Nationalist and radical right parties,32720,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
IT,1995,Italy,1994-03-28,Communist Refoundation Party,6.048,20.0,-24.234,10.306,10.028,3.9,3.9,4.735,,LEF,Socialist or other left parties,32212,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
IT,1995,Italy,1994-03-28,Pannella-Riformatori List,3.513,30.0,33.333,0.0,0.0,0.0,0.0,26.667,,SOC,Social democratic parties,32310,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
IT,1995,Italy,1994-03-28,The Network/Movement for Democracy,1.861,95.0,0.0,0.0,17.143,0.0,0.0,2.857,,SIP,Special issue parties,32951,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
IT,1995,Italy,1994-03-28,Pact for Italy,15.713,50.0,10.888,9.169,5.444,12.894,6.59,0.0,,CHR,Christian democratic parties (in Israel also Jewish parties),32528,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
IT,1995,Italy,1994-03-28,Italian Socialist Party,2.181,30.0,8.016,5.65,5.782,3.679,4.862,0.657,,SOC,Social democratic parties,32320,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
IT,1995,Italy,1994-03-28,Green Federation,2.701,10.0,-11.521,8.756,1.843,0.0,0.0,5.069,,ECO,Ecological parties,32110,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
IT,1995,Italy,1994-03-28,Go Italy,21.037,60.0,37.917,0.393,3.34,11.984,2.947,2.161,,CON,Conservative parties,32610,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
IT,1995,Italy,1994-03-28,Democratic Party of the Left,20.354,20.0,7.051,5.128,7.051,16.667,8.974,3.205,,LEF,Socialist or other left parties,32220,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
IT,1995,Italy,1994-03-28,National Alliance,13.48,70.0,6.616,4.58,1.527,1.527,3.817,5.089,,NAT,Nationalist and radical right parties,32710,0.4472,0.17013138502199596,1.31710619734164,66.8793923102889,4.0,11.7,6.0,11.9,45.5,38.5
NL,1996,Netherlands,1994-05-03,Union 55+,0.9,95.0,5.24,1.31,25.328,3.057,4.803,1.747,,SIP,Special issue parties,22955,0.5781000000000001,0.7002286726414053,3.71322161762264,75.5542374231759,1.9,6.4,19.3,71.2,46.4,36.1
NL,1996,Netherlands,1994-05-03,Democrats‘66,15.49,40.0,-8.24,5.091,4.4,3.624,6.601,4.875,,LIB,Liberal parties,22330,0.5781000000000001,0.7002286726414053,3.71322161762264,75.5542374231759,1.9,6.4,19.3,71.2,46.4,36.1
NL,1996,Netherlands,1994-05-03,General Elderly Alliance,3.6,95.0,0.851,2.66,18.617,8.936,1.489,0.851,,SIP,Special issue parties,22954,0.5781000000000001,0.7002286726414053,3.71322161762264,75.5542374231759,1.9,6.4,19.3,71.2,46.4,36.1
NL,1996,Netherlands,1994-05-03,Labour Party,23.973,30.0,4.258,0.176,5.18,1.493,5.751,4.434,,SOC,Social democratic parties,22320,0.5781000000000001,0.7002286726414053,3.71322161762264,75.5542374231759,1.9,6.4,19.3,71.2,46.4,36.1
NL,1996,Netherlands,1994-05-03,People’s Party for Freedom and Democracy,19.956,40.0,15.118,0.364,3.097,5.829,4.372,3.461,,LIB,Liberal parties,22420,0.5781000000000001,0.7002286726414053,3.71322161762264,75.5542374231759,1.9,6.4,19.3,71.2,46.4,36.1
NL,1996,Netherlands,1994-05-03,Reformatory Political Federation,1.8,50.0,24.89,0.539,6.222,2.156,4.9,0.49,,CHR,Christian democratic parties (in Israel also Jewish parties),22528,0.5781000000000001,0.7002286726414053,3.71322161762264,75.5542374231759,1.9,6.4,19.3,71.2,46.4,36.1
NL,1996,Netherlands,1994-05-03,Reformed Political League,1.3,50.0,24.426,0.306,8.27,2.067,3.139,1.302,,CHR,Christian democratic parties (in Israel also Jewish parties),22527,0.5781000000000001,0.7002286726414053,3.71322161762264,75.5542374231759,1.9,6.4,19.3,71.2,46.4,36.1
NL,1996,Netherlands,1994-05-03,Reformed Political Party,1.729,95.0,28.796,1.257,9.738,1.675,4.712,1.361,,SIP,Special issue parties,22952,0.5781000000000001,0.7002286726414053,3.71322161762264,75.5542374231759,1.9,6.4,19.3,71.2,46.4,36.1
NL,1996,Netherlands,1994-05-03,Socialist Party,1.322,20.0,-19.298,12.105,24.211,0.702,3.684,3.158,,LEF,Socialist or other left parties,22220,0.5781000000000001,0.7002286726414053,3.71322161762264,75.5542374231759,1.9,6.4,19.3,71.2,46.4,36.1
NL,1997,Netherlands,1994-05-03,Centre Democrats,2.5,70.0,12.629,4.381,6.959,1.804,2.32,1.289,,NAT,Nationalist and radical right parties,22711,0.5822,0.7037503242978351,4.00446947960582,76.75231877333,1.9,5.5,20.5,65.6,46.6,36.4
NL,1997,Netherlands,1994-05-03,Reformatory Political Federation,1.8,50.0,24.89,0.539,6.222,2.156,4.9,0.49,,CHR,Christian democratic parties (in Israel also Jewish parties),22528,0.5822,0.7037503242978351,4.00446947960582,76.75231877333,1.9,5.5,20.5,65.6,46.6,36.4
NL,1997,Netherlands,1994-05-03,Democrats‘66,15.49,40.0,-8.24,5.091,4.4,3.624,6.601,4.875,,LIB,Liberal parties,22330,0.5822,0.7037503242978351,4.00446947960582,76.75231877333,1.9,5.5,20.5,65.6,46.6,36.4
NL,1997,Netherlands,1994-05-03,General Elderly Alliance,3.6,95.0,0.851,2.66,18.617,8.936,1.489,0.851,,SIP,Special issue parties,22954,0.5822,0.7037503242978351,4.00446947960582,76.75231877333,1.9,5.5,20.5,65.6,46.6,36.4
NL,1997,Netherlands,1994-05-03,Green Left,3.467,10.0,-15.69,1.371,7.325,0.378,6.427,8.129,,ECO,Ecological parties,22110,0.5822,0.7037503242978351,4.00446947960582,76.75231877333,1.9,5.5,20.5,65.6,46.6,36.4
NL,1997,Netherlands,1994-05-03,Labour Party,23.973,30.0,4.258,0.176,5.18,1.493,5.751,4.434,,SOC,Social democratic parties,22320,0.5822,0.7037503242978351,4.00446947960582,76.75231877333,1.9,5.5,20.5,65.6,46.6,36.4
